zone,geometry,animal_score,human_score,contains_cluster,nearest_cluster,cluster_score
949,"POLYGON ((359507.445327538 171643.65728429437, 359496.41590886924 171571.50597319478, 359428.91227918776 171550.59373566695, 359372.43801669375 171601.8334388907, 359383.4679400045 171673.98506487499, 359450.97162116086 171694.89667274378, 359507.445327538 171643.65728429437))",0.15323895418070838,0.6461805888773456,0.0,10.0,0.5673268249470613
950,"POLYGON ((359271.8423448863 171364.4620606096, 359260.8118416263 171292.30798850325, 359193.3054589964 171271.39393418177, 359136.8295281003 171322.63458162086, 359147.86053598236 171394.78896866512, 359215.36697013234 171415.7023933268, 359271.8423448863 171364.4620606096))",0.14492310718486565,0.6857920297821939,0.0,10.0,0.5673268249470613
951,"POLYGON ((359147.86053598236 171394.78896866512, 359136.8295281003 171322.63458162086, 359069.32217630866 171301.720551347, 359012.84578088153 171352.96153778356, 359023.87729340576 171425.11623976857, 359091.3846967085 171446.02964037273, 359147.86053598236 171394.78896866512))",0.1263395690882388,0.7348830121080216,0.0,10.0,0.5673268249470613
952,"POLYGON ((359350.37795162713 171457.528661103, 359339.34780987824 171385.37550932373, 359271.8423448863 171364.4620606096, 359215.36697013234 171415.7023933268, 359226.39761651045 171487.85586002836, 359293.9031330085 171508.76867908688, 359350.37795162713 171457.528661103))",0.14651267869413587,0.6416230141152055,0.0,10.0,0.5673268249470613
953,"POLYGON ((359226.39761651045 171487.85586002836, 359215.36697013234 171415.7023933268, 359147.86053598236 171394.78896866512, 359091.3846967085 171446.02964037273, 359102.41584773525 171518.18342199305, 359169.92233338114 171539.0962169842, 359226.39761651045 171487.85586002836))",0.1384444654853246,0.6739170738644205,0.0,10.0,0.5673268249470613
954,"POLYGON ((359102.41584773525 171518.18342199305, 359091.3846967085 171446.02964037273, 359023.87729340576 171425.11623976857, 358967.4009896382 171476.35725046514, 358978.4326453338 171548.5113470049, 359045.94010012277 171569.42411792942, 359102.41584773525 171518.18342199305))",0.1210672556981144,0.6772708329733617,0.0,10.0,0.5673268249470613
955,"POLYGON ((359304.93341786135 171580.9212254323, 359293.9031330085 171508.76867908688, 359226.39761651045 171487.85586002836, 359169.92233338114 171539.0962169842, 359180.9531228911 171611.24907823495, 359248.4586908684 171632.16126762168, 359304.93341786135 171580.9212254323))",0.1461186334641305,0.6297868457812039,0.0,10.0,0.5673268249470613
956,"POLYGON ((359180.9531228911 171611.24907823495, 359169.92233338114 171539.0962169842, 359102.41584773525 171518.18342199305, 359045.94010012277 171569.42411792942, 359056.97139430855 171641.57729408052, 359124.47793142486 171662.48945938924, 359180.9531228911 171611.24907823495))",0.13650929398875036,0.6357805651121947,0.0,10.0,0.5673268249470613
957,"POLYGON ((359383.4679400045 171673.98506487499, 359372.43801669375 171601.8334388907, 359304.93341786135 171580.9212254323, 359248.4586908684 171632.16126762168, 359259.48911884235 171704.31320848723, 359326.99376913946 171725.22479227517, 359383.4679400045 171673.98506487499))",0.14820071064413845,0.6311497082329871,0.0,10.0,0.5673268249470613
958,"POLYGON ((359259.48911884235 171704.31320848723, 359248.4586908684 171632.16126762168, 359180.9531228911 171611.24907823495, 359124.47793142486 171662.48945938924, 359135.5088640803 171734.64171513467, 359203.0144835134 171755.55327484454, 359259.48911884235 171704.31320848723))",0.1449621632023749,0.6082890937172983,0.0,10.0,0.5673268249470613
959,"POLYGON ((359135.5088640803 171734.64171513467, 359124.47793142486 171662.48945938924, 359056.97139430855 171641.57729408052, 359000.4957383937 171692.81801420328, 359011.52717575146 171764.97058482922, 359079.0337643151 171785.8821204505, 359135.5088640803 171734.64171513467))",0.13232628144500047,0.6270439588708743,0.0,10.0,0.5673268249470613
960,"POLYGON ((360251.2795448117 171461.6982242262, 360240.2531535811 171389.54880245158, 360172.75533891504 171368.63642056618, 360116.2838639433 171419.87409004924, 360127.31075969705 171492.02382671495, 360194.80862589343 171512.9355790043, 360251.2795448117 171461.6982242262))",0.23782108637266955,0.7079156505036153,0.0,10.0,0.5673268249470613
961,"POLYGON ((360127.31075969705 171492.02382671495, 360116.2838639433 171419.87409004924, 360048.7850800939 171398.9617322156, 359992.3131404724 171450.19974065083, 360003.34054076916 171522.3497922063, 360070.8393761391 171543.26152043464, 360127.31075969705 171492.02382671495))",0.2235528208195676,0.7052181219626672,0.0,10.0,0.5673268249470613
962,"POLYGON ((360329.8024714492 171554.75850211107, 360318.77644182916 171482.61000057583, 360251.2795448117 171461.6982242262, 360194.80862589343 171512.9355790043, 360205.83516004327 171585.0843954102, 360273.33210857643 171605.99554216373, 360329.8024714492 171554.75850211107))",0.21385516607139166,0.7154600527185287,0.0,10.0,0.5673268249470613
963,"POLYGON ((360205.83516004327 171585.0843954102, 360194.80862589343 171512.9355790043, 360127.31075969705 171492.02382671495, 360070.8393761391 171543.26152043464, 360081.8664148387 171615.4106517076, 360149.36433254124 171636.3217743931, 360205.83516004327 171585.0843954102))",0.1908767534111352,0.7207153689494741,0.0,10.0,0.5673268249470613
964,"POLYGON ((360081.8664148387 171615.4106517076, 360070.8393761391 171543.26152043464, 360003.34054076916 171522.3497922063, 359946.8686925966 171573.58782486682, 359957.8962358658 171645.73727100686, 360025.3951227321 171666.64836961858, 360081.8664148387 171615.4106517076))",0.1839276518192308,0.7457198853188935,0.0,10.0,0.5673268249470613
965,"POLYGON ((360284.35828110285 171678.14343829703, 360273.33210857643 171605.99554216373, 360205.83516004327 171585.0843954102, 360149.36433254124 171636.3217743931, 360160.3910096246 171708.46998537716, 360227.8880096472 171729.38050252473, 360284.35828110285 171678.14343829703))",0.17492431615697784,0.7140854617432457,0.0,10.0,0.5673268249470613
966,"POLYGON ((360160.3910096246 171708.46998537716, 360149.36433254124 171636.3217743931, 360081.8664148387 171615.4106517076, 360025.3951227321 171666.64836961858, 360036.42230439186 171738.79689545278, 360103.9202735751 171759.70738852088, 360160.3910096246 171708.46998537716))",0.16140170370839474,0.6798690841315921,0.0,10.0,0.5673268249470613
967,"POLYGON ((360317.43636121746 171894.58407520258, 360306.4104074262 171822.43770482956, 360238.91432509385 171801.52779320785, 360182.44414509536 171852.7648815681, 360193.47060347523 171924.9115667544, 360260.9667372584 171945.8208487602, 360317.43636121746 171894.58407520258))",0.1802123312941362,0.5689428378745047,0.0,10.0,0.5673268249470613
968,"POLYGON ((360193.47060347523 171924.9115667544, 360182.44414509536 171852.7648815681, 360114.947093605 171831.85499403713, 360058.47644904914 171883.09242130705, 360069.5034120396 171955.2394213024, 360137.00051497045 171976.14867921034, 360193.47060347523 171924.9115667544))",0.16591069849002898,0.558302533771816,0.0,10.0,0.5673268249470613
969,"MULTIPOLYGON (((360013.03285901365 172006.47687265876, 360069.5034120396 171955.2394213024, 360058.47644904914 171883.09242130705, 360007.99603011063 171867.45425223524, 359982.6673304657 171934.78432349168, 359988.95670454315 171999.0185528337, 360013.03285901365 172006.47687265876)), ((359934.5073193202 171913.42032404855, 359945.5347869406 171985.56763885223, 359948.46334794187 171986.47481248848, 359939.16863083007 171915.48608887283, 359943.6411058912 171905.13287903287, 359934.5073193202 171913.42032404855)))",0.13622691527925618,0.5870137277304538,0.0,10.0,0.5673268249470613
970,"POLYGON ((359957.8962358658 171645.73727100686, 359946.8686925966 171573.58782486682, 359879.3688880579 171552.67612070305, 359822.8965752967 171603.91449230938, 359833.92462315573 171676.06425331865, 359901.4244791813 171696.97532785306, 359957.8962358658 171645.73727100686))",0.1862256856160036,0.7970303582459863,0.0,10.0,0.5673268249470613
971,"POLYGON ((359833.92462315573 171676.06425331865, 359822.8965752967 171603.91449230938, 359755.39580159605 171583.00281221437, 359698.9230242706 171634.24152276653, 359709.95157673967 171706.39159864286, 359777.45240191824 171727.30264909787, 359833.92462315573 171676.06425331865))",0.18209996892810407,0.7736168885315686,0.0,10.0,0.5673268249470613
972,"POLYGON ((359709.95157673967 171706.39159864286, 359698.9230242706 171634.24152276653, 359631.4212814121 171613.32986674388, 359574.94803954766 171664.56891624042, 359585.9770966467 171736.71930698596, 359653.4788909741 171757.63033335935, 359709.95157673967 171706.39159864286))",0.1562717375305408,0.7122111705272038,0.0,10.0,0.5673268249470613
973,"POLYGON ((360036.42230439186 171738.79689545278, 360025.3951227321 171666.64836961858, 359957.8962358658 171645.73727100686, 359901.4244791813 171696.97532785306, 359912.4521654368 171769.12416853377, 359979.95110377565 171790.03463752102, 360036.42230439186 171738.79689545278))",0.15055657946222262,0.7692854397246343,0.0,10.0,0.5673268249470613
974,"POLYGON ((359912.4521654368 171769.12416853377, 359901.4244791813 171696.97532785306, 359833.92462315573 171676.06425331865, 359777.45240191824 171727.30264909787, 359788.4805927902 171799.45180462796, 359855.9805002776 171820.3622495245, 359912.4521654368 171769.12416853377))",0.15000318682987746,0.7903342723076665,0.0,10.0,0.5673268249470613
975,"POLYGON ((359788.4805927902 171799.45180462796, 359777.45240191824 171727.30264909787, 359709.95157673967 171706.39159864286, 359653.4788909741 171757.63033335935, 359664.5075864818 171829.77980373747, 359732.00846311427 171850.69022454537, 359788.4805927902 171799.45180462796))",0.14113290204658047,0.7233445462140204,1.0,10.0,0.5673268249470613
976,"POLYGON ((359979.95110377565 171790.03463752102, 359912.4521654368 171769.12416853377, 359855.9805002776 171820.3622495245, 359867.0083295351 171892.51048469916, 359934.5073193202 171913.42032404855, 359943.6411058912 171905.13287903287, 359968.9673967729 171846.50663293264, 359986.3230167578 171831.72359473235, 359979.95110377565 171790.03463752102))",0.13879556063097115,0.7545081559874407,0.0,10.0,0.5673268249470613
977,"POLYGON ((359867.0083295351 171892.51048469916, 359855.9805002776 171820.3622495245, 359788.4805927902 171799.45180462796, 359732.00846311427 171850.69022454537, 359743.0367970126 171922.83877454465, 359810.53675593965 171943.74858979764, 359867.0083295351 171892.51048469916))",0.132833756661616,0.7560920479159547,0.0,10.0,0.5673268249470613
978,"POLYGON ((359743.0367970126 171922.83877454465, 359732.00846311427 171850.69022454537, 359664.5075864818 171829.77980373747, 359608.0349923125 171881.0185625794, 359619.0638308742 171953.16742740682, 359686.56475893623 171974.07721855916, 359743.0367970126 171922.83877454465))",0.13212161081349985,0.6889554460498319,0.0,10.0,0.5673268249470613
979,"POLYGON ((359945.5347869406 171985.56763885223, 359934.5073193202 171913.42032404855, 359867.0083295351 171892.51048469916, 359810.53675593965 171943.74858979764, 359821.5647282091 172015.8962194096, 359889.06376941846 172036.8054291134, 359945.5347869406 171985.56763885223))",0.12907724371474447,0.6755377076881055,0.0,10.0,0.5673268249470613
980,"POLYGON ((359585.9770966467 171736.71930698596, 359574.94803954766 171664.56891624042, 359507.445327538 171643.65728429437, 359450.97162116086 171694.89667274378, 359462.0011829083 171767.04737835284, 359529.50394637784 171787.95838064188, 359585.9770966467 171736.71930698596))",0.14477426872785476,0.6906020203849371,0.0,10.0,0.5673268249470613
981,"POLYGON ((359462.0011829083 171767.04737835284, 359450.97162116086 171694.89667274378, 359383.4679400045 171673.98506487499, 359326.99376913946 171725.22479227517, 359338.0238355559 171797.3758127506, 359405.52756816195 171818.28679094964, 359462.0011829083 171767.04737835284))",0.14334812598125582,0.6490169599771739,0.0,10.0,0.5673268249470613
982,"POLYGON ((359664.5075864818 171829.77980373747, 359653.4788909741 171757.63033335935, 359585.9770966467 171736.71930698596, 359529.50394637784 171787.95838064188, 359540.5331465417 171860.10816586157, 359608.0349923125 171881.0185625794, 359664.5075864818 171829.77980373747))",0.13613191844214462,0.6944521027031229,0.0,10.0,0.5673268249470613
983,"POLYGON ((359540.5331465417 171860.10816586157, 359529.50394637784 171787.95838064188, 359462.0011829083 171767.04737835284, 359405.52756816195 171818.28679094964, 359416.5572730024 171890.43689101515, 359484.0600879072 171911.3472636359, 359540.5331465417 171860.10816586157))",0.14215937173963875,0.6702006660574708,0.0,10.0,0.5673268249470613
984,"POLYGON ((359416.5572730024 171890.43689101515, 359405.52756816195 171818.28679094964, 359338.0238355559 171797.3758127506, 359281.54975635704 171848.61556428752, 359292.5799658933 171920.7659792003, 359360.0837499258 171941.6763277225, 359416.5572730024 171890.43689101515))",0.1430905599298603,0.6407083436828473,0.0,10.0,0.5673268249470613
985,"POLYGON ((359619.0638308742 171953.16742740682, 359608.0349923125 171881.0185625794, 359540.5331465417 171860.10816586157, 359484.0600879072 171911.3472636359, 359495.0894311514 171983.49644329003, 359562.59132834227 172004.40621033957, 359619.0638308742 171953.16742740682))",0.1354336126538092,0.6555318279345811,0.0,10.0,0.5673268249470613
986,"POLYGON ((359495.0894311514 171983.49644329003, 359484.0600879072 171911.3472636359, 359416.5572730024 171890.43689101515, 359360.0837499258 171941.6763277225, 359366.8795259992 171986.12927815464, 359452.9042091168 172021.77183306718, 359495.0894311514 171983.49644329003))",0.16029984733111785,0.6786444343357043,0.0,10.0,0.5673268249470613
987,"POLYGON ((359697.59323587624 172046.22516298015, 359686.56475893623 171974.07721855916, 359619.0638308742 171953.16742740682, 359562.59132834227 172004.40621033957, 359573.6203099712 172076.55446956604, 359641.12128943694 172097.46363105078, 359697.59323587624 172046.22516298015))",0.13383736371314933,0.6831591808050475,0.0,10.0,0.5673268249470613
988,"MULTIPOLYGON (((359449.6459505254 172106.8841391764, 359517.14789911197 172127.79327654705, 359518.20790288283 172126.83149368572, 359443.1480147253 172064.37813559605, 359449.6459505254 172106.8841391764)), ((359573.6203099712 172076.55446956604, 359562.59132834227 172004.40621033957, 359495.0894311514 171983.49644329003, 359452.9042091168 172021.77183306718, 359454.5404059355 172022.44977643964, 359547.0936217562 172100.62257811404, 359573.6203099712 172076.55446956604)))",0.16886804393233878,0.7018930654282023,0.0,10.0,0.5673268249470613
989,"POLYGON ((359314.6401665035 172065.06528297527, 359325.67015757086 172137.214171812, 359393.17307527177 172158.1232850657, 359449.6459505254 172106.8841391764, 359443.1480147253 172064.37813559605, 359401.1363744662 172029.42362404423, 359365.2909077321 172019.10878687887, 359314.6401665035 172065.06528297527))",0.1874869683825875,0.7703685700604731,0.0,10.0,0.5673268249470613
990,"POLYGON ((359821.5647282091 172015.8962194096, 359810.53675593965 171943.74858979764, 359743.0367970126 171922.83877454465, 359686.56475893623 171974.07721855916, 359697.59323587624 172046.22516298015, 359765.0932462159 172067.1343485755, 359821.5647282091 172015.8962194096))",0.12811349731214314,0.6923457713687642,0.0,10.0,0.5673268249470613
991,"MULTIPOLYGON (((359945.5347869406 171985.56763885223, 359889.06376941846 172036.8054291134, 359900.0913800393 172108.9521383281, 359967.2215372109 172129.74675625266, 359948.46334794187 171986.47481248848, 359945.5347869406 171985.56763885223)), ((360024.05996497796 172078.6232670879, 360013.03285901365 172006.47687265876, 359988.95670454315 171999.0185528337, 359998.9789276795 172101.37989703572, 360024.05996497796 172078.6232670879)))",0.12916081051555284,0.6275988605699072,0.0,10.0,0.5673268249470613
992,"POLYGON ((359900.0913800393 172108.9521383281, 359889.06376941846 172036.8054291134, 359821.5647282091 172015.8962194096, 359765.0932462159 172067.1343485755, 359776.12136151345 172139.28137257876, 359843.62045412115 172160.18995262694, 359900.0913800393 172108.9521383281))",0.12425998595855155,0.6580080261609482,0.0,10.0,0.5673268249470613
993,"POLYGON ((359776.12136151345 172139.28137257876, 359765.0932462159 172067.1343485755, 359697.59323587624 172046.22516298015, 359641.12128943694 172097.46363105078, 359652.14990942914 172169.61096984253, 359719.6499711599 172190.51952577307, 359776.12136151345 172139.28137257876))",0.12662016480857335,0.6824976852665383,0.0,10.0,0.5673268249470613
994,"POLYGON ((359900.0913800393 172108.9521383281, 359843.62045412115 172160.18995262694, 359854.64820775646 172232.33605620463, 359896.53862928995 172245.31174606347, 359932.97987333644 172229.79526742536, 359972.99294886074 172173.82935604616, 359967.2215372109 172129.74675625266, 359900.0913800393 172108.9521383281))",0.13102845500221724,0.6315638572679548,0.0,10.0,0.5673268249470613
995,"POLYGON ((359854.64820775646 172232.33605620463, 359843.62045412115 172160.18995262694, 359776.12136151345 172139.28137257876, 359719.6499711599 172190.51952577307, 359729.4546547821 172254.66127249738, 359736.7333045206 172260.8098096153, 359814.0163772261 172269.20247893984, 359854.64820775646 172232.33605620463))",0.1313204122995901,0.6560932918334634,0.0,10.0,0.5673268249470613
996,"MULTIPOLYGON (((359809.2052701432 172355.7193923897, 359876.70349636744 172376.62673723383, 359933.1737745748 172325.3892138537, 359926.43664902746 172281.312273707, 359904.6803370576 172305.31026258238, 359800.0043878051 172295.52625369432, 359809.2052701432 172355.7193923897)), ((359854.64820775646 172232.33605620463, 359814.0163772261 172269.20247893984, 359835.06348057184 172271.48832829943, 359896.53862928995 172245.31174606347, 359854.64820775646 172232.33605620463)))",0.1188355483946754,0.5667508728404391,0.0,10.0,0.5673268249470613
997,"POLYGON ((359674.2069308229 172313.90412130044, 359685.2353322154 172386.04993394035, 359752.7345275477 172406.95725464274, 359809.2052701432 172355.7193923897, 359800.0043878051 172295.52625369432, 359710.9365407494 172287.20285118843, 359707.1280242218 172284.03357967036, 359674.2069308229 172313.90412130044))",0.12814143960996632,0.6462851790282527,0.0,10.0,0.5673268249470613
998,"POLYGON ((360011.69806193555 172418.44084551733, 360000.6710316835 172346.29658282746, 359933.1737745748 172325.3892138537, 359876.70349636744 172376.62673723383, 359887.7310313352 172448.7713146555, 359955.2283397886 172469.6780539645, 360011.69806193555 172418.44084551733))",0.11792079088352025,0.5566236151895017,0.0,10.0,0.5673268249470613
999,"POLYGON ((359887.7310313352 172448.7713146555, 359876.70349636744 172376.62673723383, 359809.2052701432 172355.7193923897, 359752.7345275477 172406.95725464274, 359763.7625672526 172479.1021467991, 359831.2608448105 172500.00886196637, 359887.7310313352 172448.7713146555))",0.13897828810471785,0.5913250578812796,0.0,10.0,0.5673268249470613
1000,"POLYGON ((360333.53125420574 166950.000793026, 360401.03964378027 166970.93741376174, 360446.96909140405 166929.2688203602, 360391.03490876255 166859.25074779993, 360323.5710769974 166884.8100077394, 360333.53125420574 166950.000793026))",0.4960118790967546,0.5234134863431634,0.0,16.0,0.5866478219407979
1001,"POLYGON ((360401.03964378027 166970.93741376174, 360412.06701864407 167043.1145101257, 360479.57449111243 167064.05052520608, 360523.09518349764 167024.5670534711, 360446.96909140405 166929.2688203602, 360401.03964378027 166970.93741376174))",0.4717562911536538,0.5389107508659214,0.0,16.0,0.5866478219407979
1002,"POLYGON ((360277.05018712545 167001.24189798546, 360288.0780657323 167073.41931000387, 360355.58650766977 167094.3553013992, 360412.06701864407 167043.1145101257, 360401.03964378027 166970.93741376174, 360333.53125420574 166950.000793026, 360305.45799969614 166975.46937721234, 360305.1809356596 166977.76674255962, 360300.2213364531 166980.22022211354, 360277.05018712545 167001.24189798546))",0.4588409739848056,0.5424128921398869,0.0,16.0,0.5866478219407979
1003,"POLYGON ((360479.57449111243 167064.05052520608, 360490.6015049606 167136.22670222854, 360558.1080603113 167157.1621116654, 360614.5875494618 167105.92197341542, 360610.4190690514 167078.63626169215, 360567.7548569176 167080.47631268768, 360523.09518349764 167024.5670534711, 360479.57449111243 167064.05052520608))",0.4364223950966896,0.5330811105812444,0.0,16.0,0.5866478219407979
1004,"POLYGON ((360490.6015049606 167136.22670222854, 360479.57449111243 167064.05052520608, 360412.06701864407 167043.1145101257, 360355.58650766977 167094.3553013992, 360366.61402526736 167166.53179405764, 360434.12155008345 167187.46717979747, 360490.6015049606 167136.22670222854))",0.4368941386373034,0.5379208809168179,0.0,16.0,0.5866478219407979
1005,"POLYGON ((360366.61402526736 167166.53179405764, 360355.58650766977 167094.3553013992, 360288.0780657323 167073.41931000387, 360231.597089048 167124.66044061468, 360242.62511041394 167196.83724890562, 360310.1336046906 167217.77261095052, 360366.61402526736 167166.53179405764))",0.4271784626480321,0.5297175531516888,0.0,16.0,0.5866478219407979
1006,"POLYGON ((360614.5875494618 167105.92197341542, 360558.1080603113 167157.1621116654, 360569.13471312326 167229.33736933296, 360636.6403513453 167250.2721731321, 360668.6176194842 167221.26098113722, 360648.26937884075 167205.88287392957, 360622.0160546739 167108.22571535374, 360614.5875494618 167105.92197341542))",0.4052335267037899,0.4944293244898969,0.0,16.0,0.5866478219407979
1007,"POLYGON ((360569.13471312326 167229.33736933296, 360558.1080603113 167157.1621116654, 360490.6015049606 167136.22670222854, 360434.12155008345 167187.46717979747, 360445.14870665176 167259.64275308617, 360512.65531433525 167280.57753318187, 360569.13471312326 167229.33736933296))",0.40158717674726224,0.5103645851902919,0.0,16.0,0.5866478219407979
1008,"POLYGON ((360445.14870665176 167259.64275308617, 360434.12155008345 167187.46717979747, 360366.61402526736 167166.53179405764, 360310.1336046906 167217.77261095052, 360321.16126503586 167289.948499854, 360388.6688421746 167310.88325624343, 360445.14870665176 167259.64275308617))",0.4046712444949665,0.4916807568224051,0.0,16.0,0.5866478219407979
1009,"POLYGON ((360636.6403513453 167250.2721731321, 360569.13471312326 167229.33736933296, 360512.65531433525 167280.57753318187, 360523.68210985506 167352.7521870887, 360591.18780039373 167373.68636154453, 360640.13373093447 167329.2805723069, 360615.7182793681 167297.79331906472, 360640.71493416996 167276.94277431793, 360636.6403513453 167250.2721731321))",0.3794719098344773,0.5389107508659214,0.0,16.0,0.5866478219407979
1010,"POLYGON ((360153.0592952772 167031.54674523725, 360164.08767764596 167103.72447290865, 360231.597089048 167124.66044061468, 360288.0780657323 167073.41931000387, 360277.05018712545 167001.24189798546, 360265.17329203105 166997.55845336127, 360204.33140697423 167027.6577244267, 360186.8731391579 167000.869789003, 360153.0592952772 167031.54674523725))",0.41462278142135256,0.5389107508659214,0.0,16.0,0.5866478219407979
1011,"POLYGON ((360164.08767764596 167103.72447290865, 360153.0592952772 167031.54674523725, 360085.54896676104 167010.61017186375, 360029.0669682636 167061.85195551638, 360040.09585441503 167134.02999884082, 360107.60623527574 167154.9659428547, 360164.08767764596 167103.72447290865))",0.3708260844390036,0.5375117177839307,0.0,16.0,0.5866478219407979
1012,"POLYGON ((359961.5556702862 167040.91540582792, 359905.07320611714 167092.15752883418, 359916.102596071 167164.33588780806, 359983.6139463849 167185.27180812275, 360040.09585441503 167134.02999884082, 360029.0669682636 167061.85195551638, 360006.9760902666 167055.00103272195, 360003.5308421485 167057.05802837526, 360001.05032783805 167053.16332795366, 359961.5556702862 167040.91540582792))",0.35822644125611514,0.5251525507969187,0.0,16.0,0.5866478219407979
1013,"POLYGON ((360242.62511041394 167196.83724890562, 360231.597089048 167124.66044061468, 360164.08767764596 167103.72447290865, 360107.60623527574 167154.9659428547, 360118.63476043206 167227.1430667796, 360186.14422416245 167248.07840512384, 360242.62511041394 167196.83724890562))",0.3869594930790224,0.5389107508659214,0.0,16.0,0.5866478219407979
1014,"POLYGON ((360118.63476043206 167227.1430667796, 360107.60623527574 167154.9659428547, 360040.09585441503 167134.02999884082, 359983.6139463849 167185.27180812275, 359994.6429753495 167257.44924768293, 360062.1534085298 167278.38456232235, 360118.63476043206 167227.1430667796))",0.3587016231454989,0.5450797445462057,0.0,16.0,0.5866478219407979
1015,"POLYGON ((360321.16126503586 167289.948499854, 360310.1336046906 167217.77261095052, 360242.62511041394 167196.83724890562, 360186.14422416245 167248.07840512384, 360197.17238830286 167320.25460963923, 360264.6809348937 167341.1893423231, 360321.16126503586 167289.948499854))",0.3812250379077673,0.4958804639496806,0.0,16.0,0.5866478219407979
1016,"POLYGON ((360197.17238830286 167320.25460963923, 360186.14422416245 167248.07840512384, 360118.63476043206 167227.1430667796, 360062.1534085298 167278.38456232235, 360073.1820764858 167350.56108245184, 360140.69159252086 167371.49579142308, 360197.17238830286 167320.25460963923))",0.3838970758815121,0.5103409958539166,0.0,16.0,0.5866478219407979
1017,"POLYGON ((360073.1820764858 167350.56108245184, 360062.1534085298 167278.38456232235, 359994.6429753495 167257.44924768293, 359938.16115782346 167308.69108255534, 359949.1903296146 167380.86791829887, 360016.70081509085 167401.80260355602, 360073.1820764858 167350.56108245184))",0.3525351847554817,0.5357295851092984,0.0,16.0,0.5866478219407979
1018,"POLYGON ((360275.70873799914 167413.36462742125, 360264.6809348937 167341.1893423231, 360197.17238830286 167320.25460963923, 360140.69159252086 167371.49579142308, 360151.71989944973 167443.67139211897, 360219.22849832993 167464.60549542907, 360275.70873799914 167413.36462742125))",0.3489518795339871,0.4786912386321227,0.0,16.0,0.5866478219407979
1019,"POLYGON ((360151.71989944973 167443.67139211897, 360140.69159252086 167371.49579142308, 360073.1820764858 167350.56108245184, 360016.70081509085 167401.80260355602, 360027.7296258608 167473.97851984267, 360095.23919417744 167494.91259943304, 360151.71989944973 167443.67139211897))",0.3484947719681725,0.4913002363686354,0.0,16.0,0.5866478219407979
1020,"POLYGON ((360523.68210985506 167352.7521870887, 360512.65531433525 167280.57753318187, 360445.14870665176 167259.64275308617, 360388.6688421746 167310.88325624343, 360399.696141478 167383.0582257473, 360467.20280146797 167403.99237648764, 360523.68210985506 167352.7521870887))",0.3726286484187408,0.5297722120404598,0.0,16.0,0.5866478219407979
1021,"POLYGON ((360399.696141478 167383.0582257473, 360388.6688421746 167310.88325624343, 360321.16126503586 167289.948499854, 360264.6809348937 167341.1893423231, 360275.70873799914 167413.36462742125, 360343.2163674369 167434.29875444825, 360399.696141478 167383.0582257473))",0.3551974307938727,0.4943421756170012,0.0,16.0,0.5866478219407979
1022,"POLYGON ((360602.2142348455 167445.86009606096, 360591.18780039373 167373.68636154453, 360523.68210985506 167352.7521870887, 360467.20280146797 167403.99237648764, 360478.2297397092 167476.16642658348, 360545.73548254103 167497.09997168963, 360602.2142348455 167445.86009606096))",0.36413698626985497,0.5389107508659214,0.0,16.0,0.5866478219407979
1023,"POLYGON ((360478.2297397092 167476.16642658348, 360467.20280146797 167403.99237648764, 360399.696141478 167383.0582257473, 360343.2163674369 167434.29875444825, 360354.2438094871 167506.47312012065, 360421.75052176206 167527.4066415042, 360478.2297397092 167476.16642658348))",0.3516980700071207,0.5201011246484737,0.0,16.0,0.5866478219407979
1024,"POLYGON ((360680.74508159 167538.96648000093, 360669.71900822775 167466.79366488755, 360602.2142348455 167445.86009606096, 360545.73548254103 167497.09997168963, 360556.7620597003 167569.27310236328, 360624.2668853613 167590.20604184014, 360680.74508159 167538.96648000093))",0.3686225392836849,0.535855400462939,0.0,16.0,0.5866478219407979
1025,"POLYGON ((360556.7620597003 167569.27310236328, 360545.73548254103 167497.09997168963, 360478.2297397092 167476.16642658348, 360421.75052176206 167527.4066415042, 360432.7776027377 167599.58008773456, 360500.2833978378 167620.5130034804, 360556.7620597003 167569.27310236328))",0.3494789171801091,0.5173199301943805,0.0,16.0,0.5866478219407979
1026,"POLYGON ((360432.7776027377 167599.58008773456, 360421.75052176206 167527.4066415042, 360354.2438094871 167506.47312012065, 360297.76412592246 167557.71367433266, 360308.7917107331 167629.88743611617, 360376.29847526894 167650.82032813167, 360432.7776027377 167599.58008773456))",0.3372220392827971,0.4917256064007489,0.0,16.0,0.5866478219407979
1027,"POLYGON ((360635.29310141905 167662.37825308024, 360624.2668853613 167590.20604184014, 360556.7620597003 167569.27310236328, 360500.2833978378 167620.5130034804, 360511.31011771836 167692.68553025805, 360578.8149956333 167713.61784037674, 360635.29310141905 167662.37825308024))",0.34799890031320835,0.5343698307942701,0.0,16.0,0.5866478219407979
1028,"POLYGON ((360511.31011771836 167692.68553025805, 360500.2833978378 167620.5130034804, 360432.7776027377 167599.58008773456, 360376.29847526894 167650.82032813167, 360387.3256989919 167722.99317044835, 360454.83154633694 167743.9254568261, 360511.31011771836 167692.68553025805))",0.3355907914236825,0.49239122520378703,0.0,16.0,0.5866478219407979
1029,"POLYGON ((360387.3256989919 167722.99317044835, 360376.29847526894 167650.82032813167, 360308.7917107331 167629.88743611617, 360252.3121176824 167681.12801580038, 360263.3398452692 167753.30117365258, 360330.846662039 167774.23343628505, 360387.3256989919 167722.99317044835))",0.32358358932705195,0.4873098345367892,0.0,16.0,0.5866478219407979
