zone,geometry,sum_Hourly Flow_100m_radius
1498,"POLYGON ((362056.91367520747 170234.1547710708, 362045.89433452365 170162.0048934978, 361978.408512646 170141.08781722555, 361921.9419796325 170192.32124792057, 361932.96182441455 170264.4714405348, 362000.4476981054 170285.38788740855, 362056.91367520747 170234.1547710708))",0.031590701
1499,"POLYGON ((361932.96182441455 170264.4714405348, 361921.9419796325 170192.32124792057, 361854.45518844144 170171.40419558616, 361797.9881902241 170222.63796527515, 361809.00853912445 170294.7884729285, 361876.49538211816 170315.70489585306, 361932.96182441455 170264.4714405348))",0.031590701
1500,"POLYGON ((360639.5854002299 169794.86410471582, 360628.5600001191 169722.70558258408, 360561.0609708214 169701.78443522303, 360504.58728977415 169753.02243946516, 360515.6131940764 169825.18127676565, 360583.1122752277 169846.10179464956, 360639.5854002299 169794.86410471582))",0
1501,"POLYGON ((360515.6131940764 169825.18127676565, 360504.58728977415 169753.02243946516, 360437.08729117573 169732.1013160143, 360380.61314502696 169783.33965934743, 360391.63955353835 169855.49881181022, 360459.139603982 169876.41930577473, 360515.6131940764 169825.18127676565))",0
1502,"POLYGON ((360391.63955353835 169855.49881181022, 360380.61314502696 169783.33965934743, 360313.1121771326 169762.41855980962, 360256.63756590686 169813.65724223224, 360267.6644786479 169885.81670986023, 360335.1654983779 169906.7371799004, 360391.63955353835 169855.49881181022))",0
1503,"POLYGON ((360594.13781812106 169918.2597120626, 360583.1122752277 169846.10179464956, 360515.6131940764 169825.18127676565, 360459.139603982 169876.41930577473, 360470.16565109114 169948.57753833244, 360537.6647840721 169969.4974267307, 360594.13781812106 169918.2597120626))",0
1504,"POLYGON ((360470.16565109114 169948.57753833244, 360459.139603982 169876.41930577473, 360391.63955353835 169855.49881181022, 360335.1654983779 169906.7371799004, 360346.19204972405 169978.8957276034, 360413.6921519886 169999.81559207098, 360470.16565109114 169948.57753833244))",0
1505,"POLYGON ((360672.6611632756 170011.33662190242, 360661.635981812 169939.1796243895, 360594.13781812106 169918.2597120626, 360537.6647840721 169969.4974267307, 360548.69046976033 170041.65473937412, 360616.18868526607 170062.57402221463, 360672.6611632756 170011.33662190242))",0
1506,"POLYGON ((360548.69046976033 170041.65473937412, 360537.6647840721 169969.4974267307, 360470.16565109114 169948.57753833244, 360413.6921519886 169999.81559207098, 360424.7183419196 170071.97321983986, 360492.2175267041 170092.89247874118, 360548.69046976033 170041.65473937412))",0
1507,"POLYGON ((360424.7183419196 170071.97321983986, 360413.6921519886 169999.81559207098, 360346.19204972405 169978.8957276034, 360289.71808559046 170030.13412040885, 360300.74477978575 170102.29206330393, 360368.2449338443 170123.21129826247, 360424.7183419196 170071.97321983986))",0
1508,"POLYGON ((360627.21400951245 170134.73041493027, 360616.18868526607 170062.57402221463, 360548.69046976033 170041.65473937412, 360492.2175267041 170092.89247874118, 360503.2433552013 170165.04918656388, 360570.7416224973 170185.96783990675, 360627.21400951245 170134.73041493027))",0
1509,"POLYGON ((360503.2433552013 170165.04918656388, 360492.2175267041 170092.89247874118, 360424.7183419196 170071.97321983986, 360368.2449338443 170123.21129826247, 360379.27126661147 170195.3683211952, 360446.77050317795 170216.28695058887, 360503.2433552013 170165.04918656388))",0
1510,"POLYGON ((360065.15764597233 169823.05413642206, 360054.1298676125 169750.8934336948, 359986.62604369316 169729.97177639412, 359930.14994629414 169781.2114513361, 359941.17822891753 169853.37246924627, 360008.6821046681 169874.2934970259, 360065.15764597233 169823.05413642206))",0
1511,"POLYGON ((360267.6644786479 169885.81670986023, 360256.63756590686 169813.65724223224, 360189.13562872045 169792.73616660817, 360132.6605524434 169843.97518812038, 360143.68796943454 169916.13497091632, 360211.18995844695 169937.05541703, 360267.6644786479 169885.81670986023))",0
1512,"POLYGON ((360143.68796943454 169916.13497091632, 360132.6605524434 169843.97518812038, 360065.15764597233 169823.05413642206, 360008.6821046681 169874.2934970259, 360019.71002592845 169946.4535949814, 360087.2129842174 169967.37401716714, 360143.68796943454 169916.13497091632))",0
1513,"POLYGON ((360346.19204972405 169978.8957276034, 360335.1654983779 169906.7371799004, 360267.6644786479 169885.81670986023, 360211.18995844695 169937.05541703, 360222.21701404947 170009.21427987912, 360289.71808559046 170030.13412040885, 360346.19204972405 169978.8957276034))",0
1514,"POLYGON ((360222.21701404947 170009.21427987912, 360211.18995844695 169937.05541703, 360143.68796943454 169916.13497091632, 360087.2129842174 169967.37401716714, 360098.24054409645 170039.53319516015, 360165.7425849095 170060.4530117542, 360222.21701404947 170009.21427987912))",0
1515,"POLYGON ((360098.24054409645 170039.53319516015, 360087.2129842174 169967.37401716714, 360019.71002592845 169946.4535949814, 359963.2345757218 169997.6929803203, 359974.2626398969 170069.85247345513, 360041.76564997697 170090.77226610854, 360098.24054409645 170039.53319516015))",0
1516,"POLYGON ((360300.74477978575 170102.29206330393, 360289.71808559046 170030.13412040885, 360222.21701404947 170009.21427987912, 360165.7425849095 170060.4530117542, 360176.76978338754 170132.61126977205, 360244.2709067157 170153.5304807885, 360300.74477978575 170102.29206330393))",0
1517,"POLYGON ((360176.76978338754 170132.61126977205, 360165.7425849095 170060.4530117542, 360098.24054409645 170039.53319516015, 360041.76564997697 170090.77226610854, 360052.79335275793 170162.9308392526, 360120.2954453494 170183.8500263199, 360176.76978338754 170132.61126977205))",0
1518,"POLYGON ((360052.79335275793 170162.9308392526, 360041.76564997697 170090.77226610854, 359974.2626398969 170069.85247345513, 359917.78728082264 170121.09188347956, 359928.81548792706 170193.25077174633, 359996.3185497759 170214.16993486026, 360052.79335275793 170162.9308392526))",0
1519,"POLYGON ((360255.29774377286 170225.68781882472, 360244.2709067157 170153.5304807885, 360176.76978338754 170132.61126977205, 360120.2954453494 170183.8500263199, 360131.32278671634 170256.007679459, 360198.82396180544 170276.92626094597, 360255.29774377286 170225.68781882472))",0
1520,"POLYGON ((361044.56463757245 169920.3844473993, 361033.5409686602 169848.22839527501, 360966.0457128654 169827.30841117929, 360909.5740741376 169878.5451086645, 360920.5982472134 169950.70147591853, 360988.0935548491 169971.62083055766, 361044.56463757245 169920.3844473993))",0.147248206
1521,"POLYGON ((360920.5982472134 169950.70147591853, 360909.5740741376 169878.5451086645, 360842.07784903824 169857.6251484903, 360785.6057451765 169908.86218503315, 360796.6304224371 169981.0188674184, 360864.1266993689 170001.9381981268, 360920.5982472134 169950.70147591853))",0.151234389
1522,"POLYGON ((360796.6304224371 169981.0188674184, 360785.6057451765 169908.86218503315, 360718.1085507795 169887.94224878045, 360661.635981812 169939.1796243895, 360672.6611632756 170011.33662190242, 360740.15840949723 170032.25592867722, 360796.6304224371 169981.0188674184))",0
1523,"POLYGON ((360999.1173664634 170043.77627794415, 360988.0935548491 169971.62083055766, 360920.5982472134 169950.70147591853, 360864.1266993689 170001.9381981268, 360875.15101517475 170074.0939606239, 360942.64637462824 170095.01268579863, 360999.1173664634 170043.77627794415))",0.108308646
1524,"POLYGON ((360875.15101517475 170074.0939606239, 360864.1266993689 170001.9381981268, 360796.6304224371 169981.0188674184, 360740.15840949723 170032.25592867722, 360751.18322951463 170104.41200628428, 360818.67955825303 170125.33070751978, 360875.15101517475 170074.0939606239))",0.108308646
1525,"POLYGON ((360751.18322951463 170104.41200628428, 360740.15840949723 170032.25592867722, 360672.6611632756 170011.33662190242, 360616.18868526607 170062.57402221463, 360627.21400951245 170134.73041493027, 360694.7113075328 170155.64909221942, 360751.18322951463 170104.41200628428))",0
1526,"POLYGON ((361077.6352067604 170136.84955456213, 361066.6117566265 170064.69502705598, 360999.1173664634 170043.77627794415, 360942.64637462824 170095.01268579863, 360953.6703289598 170167.1675283956, 361021.16477092326 170188.08564804302, 361077.6352067604 170136.84955456213))",0.108308646
1527,"POLYGON ((360953.6703289598 170167.1675283956, 360942.64637462824 170095.01268579863, 360875.15101517475 170074.0939606239, 360818.67955825303 170125.33070751978, 360829.7040168021 170197.48586520547, 360897.19942804857 170218.40396090515, 360953.6703289598 170167.1675283956))",0.108308646
1528,"POLYGON ((360829.7040168021 170197.48586520547, 360818.67955825303 170125.33070751978, 360751.18322951463 170104.41200628428, 360694.7113075328 170155.64909221942, 360705.7362703189 170227.80456499732, 360773.23265084205 170248.72263674578, 360829.7040168021 170197.48586520547))",0
1529,"POLYGON ((361032.18836376106 170260.23957073066, 361021.16477092326 170188.08564804302, 360953.6703289598 170167.1675283956, 360897.19942804857 170218.40396090515, 360908.2235251099 170290.55819866376, 360975.7180188521 170311.47568883898, 361032.18836376106 170260.23957073066))",0
1530,"POLYGON ((360379.27126661147 170195.3683211952, 360368.2449338443 170123.21129826247, 360300.74477978575 170102.29206330393, 360244.2709067157 170153.5304807885, 360255.29774377286 170225.68781882472, 360322.7979496025 170246.60642426577, 360379.27126661147 170195.3683211952))",0
1531,"POLYGON ((360705.7362703189 170227.80456499732, 360694.7113075328 170155.64909221942, 360627.21400951245 170134.73041493027, 360570.7416224973 170185.96783990675, 360581.7670895409 170258.12362777482, 360649.2644393358 170279.04167557054, 360705.7362703189 170227.80456499732))",0
1532,"POLYGON ((360581.7670895409 170258.12362777482, 360570.7416224973 170185.96783990675, 360503.2433552013 170165.04918656388, 360446.77050317795 170216.28695058887, 360457.7964744974 170288.4430535442, 360525.2947935586 170309.3610773823, 360581.7670895409 170258.12362777482))",0
1533,"POLYGON ((360457.7964744974 170288.4430535442, 360446.77050317795 170216.28695058887, 360379.27126661147 170195.3683211952, 360322.7979496025 170246.60642426577, 360333.8244252191 170318.76284230908, 360401.3237135415 170339.68084218318, 360457.7964744974 170288.4430535442))",0
1534,"POLYGON ((360660.2895449042 170351.1965434705, 360649.2644393358 170279.04167557054, 360581.7670895409 170258.12362777482, 360525.2947935586 170309.3610773823, 360536.3204034103 170381.51626034686, 360603.81780495594 170402.43367863854, 360660.2895449042 170351.1965434705))",0
1535,"POLYGON ((360536.3204034103 170381.51626034686, 360525.2947935586 170309.3610773823, 360457.7964744974 170288.4430535442, 360401.3237135415 170339.68084218318, 360412.34982769727 170411.83634022158, 360479.8481984993 170432.75373454503, 360536.3204034103 170381.51626034686))",0
1536,"POLYGON ((360412.34982769727 170411.83634022158, 360401.3237135415 170339.68084218318, 360333.8244252191 170318.76284230908, 360277.35119931604 170370.00096998876, 360288.3778177952 170442.15678309108, 360355.87715784885 170463.07415344554, 360412.34982769727 170411.83634022158))",0
1537,"POLYGON ((360614.84305332176 170474.5879416102, 360603.81780495594 170402.43367863854, 360536.3204034103 170381.51626034686, 360479.8481984993 170432.75373454503, 360490.87395117484 170504.908312565, 360558.3714044461 170525.8251013392, 360614.84305332176 170474.5879416102))",0
1538,"POLYGON ((360490.87395117484 170504.908312565, 360479.8481984993 170432.75373454503, 360412.34982769727 170411.83634022158, 360355.87715784885 170463.07415344554, 360366.9034148548 170535.22904651385, 360434.40183737257 170556.14581130916, 360490.87395117484 170504.908312565))",0
1539,"POLYGON ((360693.36442419724 170567.6580973243, 360682.33953733806 170495.50475435972, 360614.84305332176 170474.5879416102, 360558.3714044461 170525.8251013392, 360569.39679562155 170597.97875933227, 360636.89333134936 170618.89494256716, 360693.36442419724 170567.6580973243))",0
1540,"POLYGON ((360131.32278671634 170256.007679459, 360120.2954453494 170183.8500263199, 360052.79335275793 170162.9308392526, 359996.3185497759 170214.16993486026, 360007.34639547265 170286.32790310646, 360074.8485398165 170307.2464606358, 360131.32278671634 170256.007679459))",0
1541,"POLYGON ((360333.8244252191 170318.76284230908, 360322.7979496025 170246.60642426577, 360255.29774377286 170225.68781882472, 360198.82396180544 170276.92626094597, 360209.85094173875 170349.08299407375, 360277.35119931604 170370.00096998876, 360333.8244252191 170318.76284230908))",0
1542,"POLYGON ((360209.85094173875 170349.08299407375, 360198.82396180544 170276.92626094597, 360131.32278671634 170256.007679459, 360074.8485398165 170307.2464606358, 360085.8760240848 170379.4035088459, 360153.37725091213 170400.32146079408, 360209.85094173875 170349.08299407375))",0
1543,"POLYGON ((360085.8760240848 170379.4035088459, 360074.8485398165 170307.2464606358, 360007.34639547265 170286.32790310646, 359950.8716836643 170337.56702333526, 359961.8996722897 170409.72438663122, 360029.401868361 170430.64231461118, 360085.8760240848 170379.4035088459))",0
1544,"POLYGON ((360288.3778177952 170442.15678309108, 360277.35119931604 170370.00096998876, 360209.85094173875 170349.08299407375, 360153.37725091213 170400.32146079408, 360164.4043737347 170472.4775889638, 360231.90468303487 170493.39493534365, 360288.3778177952 170442.15678309108))",0
1545,"POLYGON ((360164.4043737347 170472.4775889638, 360153.37725091213 170400.32146079408, 360085.8760240848 170379.4035088459, 360029.401868361 170430.64231461118, 360040.429495547 170502.79875784344, 360107.9307740867 170523.7160802458, 360164.4043737347 170472.4775889638))",0
1546,"POLYGON ((360040.429495547 170502.79875784344, 360029.401868361 170430.64231461118, 359961.8996722897 170409.72438663122, 359905.42505169375 170460.9635314386, 359916.45318326214 170533.1202897376, 359983.9554310376 170554.03758815967, 360040.429495547 170502.79875784344))",0
1547,"POLYGON ((360366.9034148548 170535.22904651385, 360355.87715784885 170463.07415344554, 360288.3778177952 170442.15678309108, 360231.90468303487 170493.39493534365, 360242.93144439074 170565.55014345894, 360310.4308361509 170586.46688427322, 360366.9034148548 170535.22904651385))",0
1548,"POLYGON ((360242.93144439074 170565.55014345894, 360231.90468303487 170493.39493534365, 360164.4043737347 170472.4775889638, 360107.9307740867 170523.7160802458, 360118.95803981327 170595.87160340726, 360186.4584008099 170616.78832023847, 360242.93144439074 170565.55014345894))",0
1549,"POLYGON ((360118.95803981327 170595.87160340726, 360107.9307740867 170523.7160802458, 360040.429495547 170502.79875784344, 359983.9554310376 170554.03758815967, 359994.98320115363 170626.19342636666, 360062.4845313824 170647.11011921044, 360118.95803981327 170595.87160340726))",0
1550,"POLYGON ((361358.6275468166 170292.673338463, 361347.60532389564 170220.52096580341, 361280.1137380048 170199.60340377153, 361223.64432324853 170250.83884385024, 361234.6670503621 170322.99153156386, 361302.158688033 170343.90846414195, 361358.6275468166 170292.673338463))",0
1551,"POLYGON ((361234.6670503621 170322.99153156386, 361223.64432324853 170250.83884385024, 361156.15176806937 170229.9213057682, 361099.6818882241 170281.15708486066, 361110.7051195464 170353.31008762546, 361178.1977264992 170374.2269962452, 361234.6670503621 170322.99153156386))",0
1552,"POLYGON ((361110.7051195464 170353.31008762546, 361099.6818882241 170281.15708486066, 361032.18836376106 170260.23957073066, 360975.7180188521 170311.47568883898, 360986.741754406 170383.6290066571, 361054.2353306313 170404.54589131282, 361110.7051195464 170353.31008762546))",0
1553,"POLYGON ((361437.1400765778 170385.74174776673, 361426.11821520305 170313.59029499732, 361358.6275468166 170292.673338463, 361302.158688033 170343.90846414195, 361313.1810536051 170416.06023194478, 361380.67177375633 170436.97655902675, 361437.1400765778 170385.74174776673))",0
1554,"POLYGON ((361313.1810536051 170416.06023194478, 361302.158688033 170343.90846414195, 361234.6670503621 170322.99153156386, 361178.1977264992 170374.2269962452, 361189.22059628874 170446.37907908158, 361256.7122857166 170467.29538219667, 361313.1810536051 170416.06023194478))",0
1555,"POLYGON ((361189.22059628874 170446.37907908158, 361178.1977264992 170374.2269962452, 361110.7051195464 170353.31008762546, 361054.2353306313 170404.54589131282, 361065.25870465976 170476.69828918338, 361132.75136335765 170497.61456832947, 361189.22059628874 170446.37907908158))",0
1556,"POLYGON ((361391.69377776847 170509.1274069075, 361380.67177375633 170436.97655902675, 361313.1810536051 170416.06023194478, 361256.7122857166 170467.29538219667, 361267.73479395267 170539.4465450918, 361335.2255658479 170560.36224271572, 361391.69377776847 170509.1274069075))",0
1557,"POLYGON ((361267.73479395267 170539.4465450918, 361256.7122857166 170467.29538219667, 361189.22059628874 170446.37907908158, 361132.75136335765 170497.61456832947, 361143.77437583817 170569.7660462432, 361211.2661169987 170590.68171988399, 361267.73479395267 170539.4465450918))",0
1558,"POLYGON ((361143.77437583817 170569.7660462432, 361132.75136335765 170497.61456832947, 361065.25870465976 170476.69828918338, 361008.7890067111 170527.9341174274, 361019.81252345623 170600.0859103498, 361087.3052338779 170621.0015600124, 361143.77437583817 170569.7660462432))",0
1559,"POLYGON ((361470.2052228221 170602.19305644842, 361459.1835803902 170530.04312850256, 361391.69377776847 170509.1274069075, 361335.2255658479 170560.36224271572, 361346.2477125095 170632.51248565683, 361413.7375668582 170653.4275777953, 361470.2052228221 170602.19305644842))",0
1560,"POLYGON ((360908.2235251099 170290.55819866376, 360897.19942804857 170218.40396090515, 360829.7040168021 170197.48586520547, 360773.23265084205 170248.72263674578, 360784.25725214725 170320.8771895754, 360851.7527151626 170341.79465579084, 360908.2235251099 170290.55819866376))",0
1561,"POLYGON ((360784.25725214725 170320.8771895754, 360773.23265084205 170248.72263674578, 360705.7362703189 170227.80456499732, 360649.2644393358 170279.04167557054, 360660.2895449042 170351.1965434705, 360727.7859771862 170372.11398572335, 360784.25725214725 170320.8771895754))",0
1562,"POLYGON ((360986.741754406 170383.6290066571, 360975.7180188521 170311.47568883898, 360908.2235251099 170290.55819866376, 360851.7527151626 170341.79465579084, 360862.77695496747 170413.948288663, 360930.27150046296 170434.8651493512, 360986.741754406 170383.6290066571))",0
1563,"POLYGON ((360862.77695496747 170413.948288663, 360851.7527151626 170341.79465579084, 360784.25725214725 170320.8771895754, 360727.7859771862 170372.11398572335, 360738.81072126207 170444.26793364453, 360806.30623602134 170465.18477036583, 360862.77695496747 170413.948288663))",0
1564,"POLYGON ((360738.81072126207 170444.26793364453, 360727.7859771862 170372.11398572335, 360660.2895449042 170351.1965434705, 360603.81780495594 170402.43367863854, 360614.84305332176 170474.5879416102, 360682.33953733806 170495.50475435972, 360738.81072126207 170444.26793364453))",0
1565,"POLYGON ((361065.25870465976 170476.69828918338, 361054.2353306313 170404.54589131282, 360986.741754406 170383.6290066571, 360930.27150046296 170434.8651493512, 360941.2953787474 170507.01786225446, 361008.7890067111 170527.9341174274, 361065.25870465976 170476.69828918338))",0
1566,"POLYGON ((360941.2953787474 170507.01786225446, 360930.27150046296 170434.8651493512, 360862.77695496747 170413.948288663, 360806.30623602134 170465.18477036583, 360817.33061858336 170537.3377983019, 360884.82521580684 170558.25402949454, 360941.2953787474 170507.01786225446))",0
1567,"POLYGON ((360817.33061858336 170537.3377983019, 360806.30623602134 170465.18477036583, 360738.81072126207 170444.26793364453, 360682.33953733806 170495.50475435972, 360693.36442419724 170567.6580973243, 360760.8599906763 170588.57430454018, 360817.33061858336 170537.3377983019))",0
1568,"POLYGON ((361019.81252345623 170600.0859103498, 361008.7890067111 170527.9341174274, 360941.2953787474 170507.01786225446, 360884.82521580684 170558.25402949454, 360895.84923683555 170630.40613743413, 360963.3429165145 170651.3217631136, 361019.81252345623 170600.0859103498))",0
1569,"POLYGON ((360895.84923683555 170630.40613743413, 360884.82521580684 170558.25402949454, 360817.33061858336 170537.3377983019, 360760.8599906763 170588.57430454018, 360771.884516009 170660.7267274906, 360839.37916493753 170681.642329182, 360895.84923683555 170630.40613743413))",0.130666341
1570,"POLYGON ((360569.39679562155 170597.97875933227, 360558.3714044461 170525.8251013392, 360490.87395117484 170504.908312565, 360434.40183737257 170556.14581130916, 360445.4277328859 170628.29978433362, 360512.92523785774 170649.21594358183, 360569.39679562155 170597.97875933227))",0
1571,"POLYGON ((360445.4277328859 170628.29978433362, 360434.40183737257 170556.14581130916, 360366.9034148548 170535.22904651385, 360310.4308361509 170586.46688427322, 360321.45723602094 170658.6211723276, 360388.9557102308 170679.5373075856, 360445.4277328859 170628.29978433362))",0
1572,"POLYGON ((360647.9183610062 170691.04768052767, 360636.89333134936 170618.89494256716, 360569.39679562155 170597.97875933227, 360512.92523785774 170649.21594358183, 360523.9507718575 170721.36899654963, 360591.44735927164 170742.28455025988, 360647.9183610062 170691.04768052767))",0.184063463
1573,"POLYGON ((360523.9507718575 170721.36899654963, 360512.92523785774 170649.21594358183, 360445.4277328859 170628.29978433362, 360388.9557102308 170679.5373075856, 360399.98174859415 170751.69067556493, 360467.479305243 170772.6062052765, 360523.9507718575 170721.36899654963))",0
1574,"POLYGON ((360399.98174859415 170751.69067556493, 360388.9557102308 170679.5373075856, 360321.45723602094 170658.6211723276, 360264.9847485004 170709.859034587, 360276.0112912469 170782.01271757286, 360343.5098171248 170802.92822328577, 360399.98174859415 170751.69067556493))",0
1575,"POLYGON ((360602.47253173933 170814.43668316113, 360591.44735927164 170742.28455025988, 360523.9507718575 170721.36899654963, 360467.479305243 170772.6062052765, 360478.5049820802 170844.7586531716, 360546.0016211558 170865.6735773438, 360602.47253173933 170814.43668316113))",0
1576,"POLYGON ((360478.5049820802 170844.7586531716, 360467.479305243 170772.6062052765, 360399.98174859415 170751.69067556493, 360343.5098171248 170802.92822328577, 360354.5359983519 170875.080986169, 360422.0336066532 170895.9958863383, 360478.5049820802 170844.7586531716))",0
1577,"POLYGON ((360680.9930124992 170907.50284416892, 360669.96820158354 170835.35163134057, 360602.47253173933 170814.43668316113, 360546.0016211558 170865.6735773438, 360557.0269364489 170937.8251051419, 360624.52265794034 170958.73942378472, 360680.9930124992 170907.50284416892))",0
1578,"POLYGON ((360557.0269364489 170937.8251051419, 360546.0016211558 170865.6735773438, 360478.5049820802 170844.7586531716, 360422.0336066532 170895.9958863383, 360433.0594263426 170968.14772910468, 360500.5561170556 170989.06202373398, 360557.0269364489 170937.8251051419))",0
1579,"POLYGON ((360433.0594263426 170968.14772910468, 360422.0336066532 170895.9958863383, 360354.5359983519 170875.080986169, 360298.0641581062 170926.3185583247, 360309.0904822117 170998.47071606154, 360376.58814214065 171019.3849866751, 360433.0594263426 170968.14772910468))",0
1580,"POLYGON ((360771.884516009 170660.7267274906, 360760.8599906763 170588.57430454018, 360693.36442419724 170567.6580973243, 360636.89333134936 170618.89494256716, 360647.9183610062 170691.04768052767, 360715.41397918 170711.96325822745, 360771.884516009 170660.7267274906))",0.184063463
1581,"POLYGON ((361098.3283890633 170693.1524329483, 361087.3052338779 170621.0015600124, 361019.81252345623 170600.0859103498, 360963.3429165145 170651.3217631136, 360974.3665759904 170723.4729510398, 361041.8593381109 170744.38797120965, 361098.3283890633 170693.1524329483))",0
1582,"POLYGON ((360974.3665759904 170723.4729510398, 360963.3429165145 170651.3217631136, 360895.84923683555 170630.40613743413, 360839.37916493753 170681.642329182, 360850.4033287244 170753.79383210058, 360917.8970600917 170774.70882827882, 360974.3665759904 170723.4729510398))",0
1583,"POLYGON ((360850.4033287244 170753.79383210058, 360839.37916493753 170681.642329182, 360771.884516009 170660.7267274906, 360715.41397918 170711.96325822745, 360726.4386472973 170784.11507614126, 360793.9333479057 170805.03004832083, 360850.4033287244 170753.79383210058))",0.184063463
1584,"POLYGON ((360726.4386472973 170784.11507614126, 360715.41397918 170711.96325822745, 360647.9183610062 170691.04768052767, 360591.44735927164 170742.28455025988, 360602.47253173933 170814.43668316113, 360669.96820158354 170835.35163134057, 360726.4386472973 170784.11507614126))",0.184063463
1585,"POLYGON ((361052.8826360134 170816.53823911812, 361041.8593381109 170744.38797120965, 360974.3665759904 170723.4729510398, 360917.8970600917 170774.70882827882, 360928.9208623132 170846.85941116058, 360996.413676108 170867.77380182856, 361052.8826360134 170816.53823911812))",0
1586,"POLYGON ((360928.9208623132 170846.85941116058, 360917.8970600917 170774.70882827882, 360850.4033287244 170753.79383210058, 360793.9333479057 170805.03004832083, 360804.9576544641 170877.18094617658, 360872.45143749757 170898.0953128381, 360928.9208623132 170846.85941116058))",0
1587,"POLYGON ((360804.9576544641 170877.18094617658, 360793.9333479057 170805.03004832083, 360726.4386472973 170784.11507614126, 360669.96820158354 170835.35163134057, 360680.9930124992 170907.50284416892, 360748.48776476446 170928.4171868218, 360804.9576544641 170877.18094617658))",0.184063463
1588,"POLYGON ((361007.43711674213 170939.92346466077, 360996.413676108 170867.77380182856, 360928.9208623132 170846.85941116058, 360872.45143749757 170898.0953128381, 360883.4753824755 170970.24529062444, 360950.96824792103 170991.159051782, 361007.43711674213 170939.92346466077))",0
1589,"POLYGON ((360883.4753824755 170970.24529062444, 360872.45143749757 170898.0953128381, 360804.9576544641 170877.18094617658, 360748.48776476446 170928.4171868218, 360759.5122141067 171000.56747956236, 360827.00604878017 171021.4812167021, 360883.4753824755 170970.24529062444))",0
1590,"POLYGON ((360321.45723602094 170658.6211723276, 360310.4308361509 170586.46688427322, 360242.93144439074 170565.55014345894, 360186.4584008099 170616.78832023847, 360197.4853050565 170688.94292331848, 360264.9847485004 170709.859034587, 360321.45723602094 170658.6211723276))",0
1591,"POLYGON ((360197.4853050565 170688.94292331848, 360186.4584008099 170616.78832023847, 360118.95803981327 170595.87160340726, 360062.4845313824 170647.11011921044, 360073.51194002497 170719.2650373162, 360141.01235269604 170740.18112458952, 360197.4853050565 170688.94292331848))",0
1592,"POLYGON ((360073.51194002497 170719.2650373162, 360062.4845313824 170647.11011921044, 359994.98320115363 170626.19342636666, 359938.5092278973 170677.43228119286, 359949.5371409552 170749.58751432213, 360017.0385228495 170770.5035776003, 360073.51194002497 170719.2650373162))",0
1593,"POLYGON ((360276.0112912469 170782.01271757286, 360264.9847485004 170709.859034587, 360197.4853050565 170688.94292331848, 360141.01235269604 170740.18112458952, 360152.039399846 170812.33512258268, 360219.53889494773 170833.25060429546, 360276.0112912469 170782.01271757286))",0
1594,"POLYGON ((360152.039399846 170812.33512258268, 360141.01235269604 170740.18112458952, 360073.51194002497 170719.2650373162, 360017.0385228495 170770.5035776003, 360028.06607442215 170842.65789059718, 360095.56653874234 170863.5733483063, 360152.039399846 170812.33512258268))",0
1595,"POLYGON ((360354.5359983519 170875.080986169, 360343.5098171248 170802.92822328577, 360276.0112912469 170782.01271757286, 360219.53889494773 170833.25060429546, 360230.5655805851 170905.40368216543, 360298.0641581062 170926.3185583247, 360354.5359983519 170875.080986169))",0
1596,"POLYGON ((360230.5655805851 170905.40368216543, 360219.53889494773 170833.25060429546, 360152.039399846 170812.33512258268, 360095.56653874234 170863.5733483063, 360106.5937288099 170935.726741163, 360174.09327554476 170956.641593308, 360230.5655805851 170905.40368216543))",0
1597,"POLYGON ((360106.5937288099 170935.726741163, 360095.56653874234 170863.5733483063, 360028.06607442215 170842.65789059718, 359971.5927485395 170893.89645532536, 359982.62044305634 170966.0501631681, 360050.1209590006 170986.9649912967, 360106.5937288099 170935.726741163))",0
1598,"POLYGON ((360309.0904822117 170998.47071606154, 360298.0641581062 170926.3185583247, 360230.5655805851 170905.40368216543, 360174.09327554476 170956.641593308, 360185.1201040874 171028.79406601604, 360252.6187332269 171049.7083126061, 360309.0904822117 170998.47071606154))",0
1599,"POLYGON ((360185.1201040874 171028.79406601604, 360174.09327554476 170956.641593308, 360106.5937288099 170935.726741163, 360050.1209590006 170986.9649912967, 360061.1482920001 171059.11777897237, 360128.6478903445 171080.03200153896, 360185.1201040874 171028.79406601604))",0
1600,"POLYGON ((361775.9472734057 170078.33542535594, 361764.9267054962 170006.18339312123, 361697.43807933916 169985.26512984617, 361640.9699692543 170036.49952822214, 361651.9910412693 170108.6518755349, 361719.47971925844 170129.5695093944, 361775.9472734057 170078.33542535594))",0
1601,"POLYGON ((361651.9910412693 170108.6518755349, 361640.9699692543 170036.49952822214, 361573.48037378245 170015.58128887927, 361517.011798496 170066.8160262704, 361528.0333746355 170138.96868866123, 361595.52302193095 170159.88629858434, 361651.9910412693 170108.6518755349))",0
1602,"POLYGON ((361528.0333746355 170138.96868866123, 361517.011798496 170066.8160262704, 361449.52123371477 170045.89781086036, 361393.05219325254 170097.13288727164, 361404.0742735379 170169.28586473846, 361471.56489013426 170190.20345071668, 361528.0333746355 170138.96868866123))",0
1603,"POLYGON ((361854.45518844144 170171.40419558616, 361843.4349820861 170099.25308315462, 361775.9472734057 170078.33542535594, 361719.47971925844 170129.5695093944, 361730.5004297266 170201.72093688633, 361797.9881902241 170222.63796527515, 361854.45518844144 170171.40419558616))",0
